"stu_id","name","gender","age","course_id","course_name","grade","type_name","total_activities","total_duration_minutes"
17,"Lisa Cunningham","Female","20",1,"Course 1",72,"Individual Assignment","5","167.0000000000000000"
17,"Lisa Cunningham","Female","20",1,"Course 1",72,"Quiz","1","6.0000000000000000"
17,"Lisa Cunningham","Female","20",2,"Course 2",74,"Forum","3","140.0000000000000000"
17,"Lisa Cunningham","Female","20",2,"Course 2",74,"Group Assignment","6","226.0000000000000000"
17,"Lisa Cunningham","Female","20",2,"Course 2",74,"Individual Assignment","5","167.0000000000000000"
17,"Lisa Cunningham","Female","20",2,"Course 2",74,"Quiz","1","6.0000000000000000"
17,"Lisa Cunningham","Female","20",3,"Course 3",59,"Forum","3","140.0000000000000000"
17,"Lisa Cunningham","Female","20",3,"Course 3",59,"Group Assignment","6","226.0000000000000000"
17,"Lisa Cunningham","Female","20",3,"Course 3",59,"Individual Assignment","5","167.0000000000000000"
17,"Lisa Cunningham","Female","20",3,"Course 3",59,"Quiz","1","6.0000000000000000"
17,"Lisa Cunningham","Female","20",4,"Course 4",58,"Forum","3","140.0000000000000000"
17,"Lisa Cunningham","Female","20",4,"Course 4",58,"Group Assignment","6","226.0000000000000000"
17,"Lisa Cunningham","Female","20",4,"Course 4",58,"Individual Assignment","5","167.0000000000000000"
17,"Lisa Cunningham","Female","20",4,"Course 4",58,"Quiz","1","6.0000000000000000"
17,"Lisa Cunningham","Female","20",5,"Course 5",81,"Forum","3","140.0000000000000000"
17,"Lisa Cunningham","Female","20",5,"Course 5",81,"Group Assignment","6","226.0000000000000000"
17,"Lisa Cunningham","Female","20",5,"Course 5",81,"Individual Assignment","5","167.0000000000000000"
17,"Lisa Cunningham","Female","20",5,"Course 5",81,"Quiz","1","6.0000000000000000"
18,"Heather Mcpherson","Female","24",1,"Course 1",64,"Forum","3","145.0000000000000000"
18,"Heather Mcpherson","Female","24",1,"Course 1",64,"Group Assignment","6","211.0000000000000000"
18,"Heather Mcpherson","Female","24",1,"Course 1",64,"Individual Assignment","5","141.0000000000000000"
18,"Heather Mcpherson","Female","24",1,"Course 1",64,"Quiz","1","26.0000000000000000"
18,"Heather Mcpherson","Female","24",2,"Course 2",85,"Forum","3","145.0000000000000000"
18,"Heather Mcpherson","Female","24",2,"Course 2",85,"Group Assignment","6","211.0000000000000000"
18,"Heather Mcpherson","Female","24",2,"Course 2",85,"Individual Assignment","5","141.0000000000000000"
18,"Heather Mcpherson","Female","24",2,"Course 2",85,"Quiz","1","26.0000000000000000"
18,"Heather Mcpherson","Female","24",3,"Course 3",65,"Forum","3","145.0000000000000000"
18,"Heather Mcpherson","Female","24",3,"Course 3",65,"Group Assignment","6","211.0000000000000000"
18,"Heather Mcpherson","Female","24",3,"Course 3",65,"Individual Assignment","5","141.0000000000000000"
18,"Heather Mcpherson","Female","24",3,"Course 3",65,"Quiz","1","26.0000000000000000"
18,"Heather Mcpherson","Female","24",4,"Course 4",70,"Forum","3","145.0000000000000000"
18,"Heather Mcpherson","Female","24",4,"Course 4",70,"Group Assignment","6","211.0000000000000000"
18,"Heather Mcpherson","Female","24",4,"Course 4",70,"Individual Assignment","5","141.0000000000000000"
18,"Heather Mcpherson","Female","24",4,"Course 4",70,"Quiz","1","26.0000000000000000"
18,"Heather Mcpherson","Female","24",5,"Course 5",64,"Forum","3","145.0000000000000000"
18,"Heather Mcpherson","Female","24",5,"Course 5",64,"Group Assignment","6","211.0000000000000000"
18,"Heather Mcpherson","Female","24",5,"Course 5",64,"Individual Assignment","5","141.0000000000000000"
18,"Heather Mcpherson","Female","24",5,"Course 5",64,"Quiz","1","26.0000000000000000"
19,"Michaela Smith","Female","20",1,"Course 1",52,"Forum","3","83.0000000000000000"
19,"Michaela Smith","Female","20",1,"Course 1",52,"Group Assignment","6","216.0000000000000000"
19,"Michaela Smith","Female","20",1,"Course 1",52,"Individual Assignment","5","146.0000000000000000"
19,"Michaela Smith","Female","20",1,"Course 1",52,"Quiz","1","17.0000000000000000"
19,"Michaela Smith","Female","20",2,"Course 2",63,"Forum","3","83.0000000000000000"
19,"Michaela Smith","Female","20",2,"Course 2",63,"Group Assignment","6","216.0000000000000000"
19,"Michaela Smith","Female","20",2,"Course 2",63,"Individual Assignment","5","146.0000000000000000"
19,"Michaela Smith","Female","20",2,"Course 2",63,"Quiz","1","17.0000000000000000"
19,"Michaela Smith","Female","20",3,"Course 3",96,"Forum","3","83.0000000000000000"
19,"Michaela Smith","Female","20",3,"Course 3",96,"Group Assignment","6","216.0000000000000000"
19,"Michaela Smith","Female","20",3,"Course 3",96,"Individual Assignment","5","146.0000000000000000"
19,"Michaela Smith","Female","20",3,"Course 3",96,"Quiz","1","17.0000000000000000"
19,"Michaela Smith","Female","20",4,"Course 4",61,"Forum","3","83.0000000000000000"
19,"Michaela Smith","Female","20",4,"Course 4",61,"Group Assignment","6","216.0000000000000000"
19,"Michaela Smith","Female","20",4,"Course 4",61,"Individual Assignment","5","146.0000000000000000"
19,"Michaela Smith","Female","20",4,"Course 4",61,"Quiz","1","17.0000000000000000"
19,"Michaela Smith","Female","20",5,"Course 5",83,"Forum","3","83.0000000000000000"
19,"Michaela Smith","Female","20",5,"Course 5",83,"Group Assignment","6","216.0000000000000000"
19,"Michaela Smith","Female","20",5,"Course 5",83,"Individual Assignment","5","146.0000000000000000"
19,"Michaela Smith","Female","20",5,"Course 5",83,"Quiz","1","17.0000000000000000"
20,"Mary Smith","Female","20",1,"Course 1",69,"Forum","3","113.0000000000000000"
20,"Mary Smith","Female","20",1,"Course 1",69,"Group Assignment","6","183.0000000000000000"
20,"Mary Smith","Female","20",1,"Course 1",69,"Individual Assignment","5","177.0000000000000000"
20,"Mary Smith","Female","20",1,"Course 1",69,"Quiz","1","31.0000000000000000"
20,"Mary Smith","Female","20",2,"Course 2",74,"Forum","3","113.0000000000000000"
20,"Mary Smith","Female","20",2,"Course 2",74,"Group Assignment","6","183.0000000000000000"
20,"Mary Smith","Female","20",2,"Course 2",74,"Individual Assignment","5","177.0000000000000000"
20,"Mary Smith","Female","20",2,"Course 2",74,"Quiz","1","31.0000000000000000"
20,"Mary Smith","Female","20",3,"Course 3",83,"Forum","3","113.0000000000000000"
20,"Mary Smith","Female","20",3,"Course 3",83,"Group Assignment","6","183.0000000000000000"
20,"Mary Smith","Female","20",3,"Course 3",83,"Individual Assignment","5","177.0000000000000000"
20,"Mary Smith","Female","20",3,"Course 3",83,"Quiz","1","31.0000000000000000"
20,"Mary Smith","Female","20",4,"Course 4",88,"Forum","3","113.0000000000000000"
20,"Mary Smith","Female","20",4,"Course 4",88,"Group Assignment","6","183.0000000000000000"
20,"Mary Smith","Female","20",4,"Course 4",88,"Individual Assignment","5","177.0000000000000000"
20,"Mary Smith","Female","20",4,"Course 4",88,"Quiz","1","31.0000000000000000"
20,"Mary Smith","Female","20",5,"Course 5",75,"Forum","3","113.0000000000000000"
20,"Mary Smith","Female","20",5,"Course 5",75,"Group Assignment","6","183.0000000000000000"
20,"Mary Smith","Female","20",5,"Course 5",75,"Individual Assignment","5","177.0000000000000000"
20,"Mary Smith","Female","20",5,"Course 5",75,"Quiz","1","31.0000000000000000"
21,"Rachel Davis","Female","22",1,"Course 1",60,"Forum","3","71.0000000000000000"
21,"Rachel Davis","Female","22",1,"Course 1",60,"Group Assignment","6","247.0000000000000000"
21,"Rachel Davis","Female","22",1,"Course 1",60,"Individual Assignment","5","154.0000000000000000"
21,"Rachel Davis","Female","22",1,"Course 1",60,"Quiz","1","21.0000000000000000"
21,"Rachel Davis","Female","22",2,"Course 2",57,"Forum","3","71.0000000000000000"
21,"Rachel Davis","Female","22",2,"Course 2",57,"Group Assignment","6","247.0000000000000000"
21,"Rachel Davis","Female","22",2,"Course 2",57,"Individual Assignment","5","154.0000000000000000"
21,"Rachel Davis","Female","22",2,"Course 2",57,"Quiz","1","21.0000000000000000"
21,"Rachel Davis","Female","22",3,"Course 3",70,"Forum","3","71.0000000000000000"
21,"Rachel Davis","Female","22",3,"Course 3",70,"Group Assignment","6","247.0000000000000000"
21,"Rachel Davis","Female","22",3,"Course 3",70,"Individual Assignment","5","154.0000000000000000"
21,"Rachel Davis","Female","22",3,"Course 3",70,"Quiz","1","21.0000000000000000"
21,"Rachel Davis","Female","22",4,"Course 4",99,"Forum","3","71.0000000000000000"
21,"Rachel Davis","Female","22",4,"Course 4",99,"Group Assignment","6","247.0000000000000000"
21,"Rachel Davis","Female","22",4,"Course 4",99,"Individual Assignment","5","154.0000000000000000"
21,"Rachel Davis","Female","22",4,"Course 4",99,"Quiz","1","21.0000000000000000"
21,"Rachel Davis","Female","22",5,"Course 5",76,"Forum","3","71.0000000000000000"
21,"Rachel Davis","Female","22",5,"Course 5",76,"Group Assignment","6","247.0000000000000000"
21,"Rachel Davis","Female","22",5,"Course 5",76,"Individual Assignment","5","154.0000000000000000"
21,"Rachel Davis","Female","22",5,"Course 5",76,"Quiz","1","21.0000000000000000"
22,"Sean Neal","Male","21",1,"Course 1",87,"Forum","3","109.0000000000000000"
22,"Sean Neal","Male","21",1,"Course 1",87,"Group Assignment","6","154.0000000000000000"
22,"Sean Neal","Male","21",1,"Course 1",87,"Individual Assignment","5","111.0000000000000000"
22,"Sean Neal","Male","21",1,"Course 1",87,"Quiz","1","37.0000000000000000"
22,"Sean Neal","Male","21",2,"Course 2",52,"Forum","3","109.0000000000000000"
22,"Sean Neal","Male","21",2,"Course 2",52,"Group Assignment","6","154.0000000000000000"
22,"Sean Neal","Male","21",2,"Course 2",52,"Individual Assignment","5","111.0000000000000000"
22,"Sean Neal","Male","21",2,"Course 2",52,"Quiz","1","37.0000000000000000"
22,"Sean Neal","Male","21",3,"Course 3",83,"Forum","3","109.0000000000000000"
22,"Sean Neal","Male","21",3,"Course 3",83,"Group Assignment","6","154.0000000000000000"
22,"Sean Neal","Male","21",3,"Course 3",83,"Individual Assignment","5","111.0000000000000000"
22,"Sean Neal","Male","21",3,"Course 3",83,"Quiz","1","37.0000000000000000"
22,"Sean Neal","Male","21",4,"Course 4",84,"Forum","3","109.0000000000000000"
22,"Sean Neal","Male","21",4,"Course 4",84,"Group Assignment","6","154.0000000000000000"
22,"Sean Neal","Male","21",4,"Course 4",84,"Individual Assignment","5","111.0000000000000000"
22,"Sean Neal","Male","21",4,"Course 4",84,"Quiz","1","37.0000000000000000"
22,"Sean Neal","Male","21",5,"Course 5",98,"Forum","3","109.0000000000000000"
22,"Sean Neal","Male","21",5,"Course 5",98,"Group Assignment","6","154.0000000000000000"
22,"Sean Neal","Male","21",5,"Course 5",98,"Individual Assignment","5","111.0000000000000000"
22,"Sean Neal","Male","21",5,"Course 5",98,"Quiz","1","37.0000000000000000"
23,"Shari Kim","Female","25",1,"Course 1",91,"Forum","3","53.0000000000000000"
23,"Shari Kim","Female","25",1,"Course 1",91,"Group Assignment","6","205.0000000000000000"
23,"Shari Kim","Female","25",1,"Course 1",91,"Individual Assignment","5","87.0000000000000000"
23,"Shari Kim","Female","25",1,"Course 1",91,"Quiz","1","19.0000000000000000"
23,"Shari Kim","Female","25",2,"Course 2",88,"Forum","3","53.0000000000000000"
23,"Shari Kim","Female","25",2,"Course 2",88,"Group Assignment","6","205.0000000000000000"
23,"Shari Kim","Female","25",2,"Course 2",88,"Individual Assignment","5","87.0000000000000000"
23,"Shari Kim","Female","25",2,"Course 2",88,"Quiz","1","19.0000000000000000"
23,"Shari Kim","Female","25",3,"Course 3",73,"Forum","3","53.0000000000000000"
23,"Shari Kim","Female","25",3,"Course 3",73,"Group Assignment","6","205.0000000000000000"
23,"Shari Kim","Female","25",3,"Course 3",73,"Individual Assignment","5","87.0000000000000000"
23,"Shari Kim","Female","25",3,"Course 3",73,"Quiz","1","19.0000000000000000"
23,"Shari Kim","Female","25",4,"Course 4",65,"Forum","3","53.0000000000000000"
23,"Shari Kim","Female","25",4,"Course 4",65,"Group Assignment","6","205.0000000000000000"
23,"Shari Kim","Female","25",4,"Course 4",65,"Individual Assignment","5","87.0000000000000000"
23,"Shari Kim","Female","25",4,"Course 4",65,"Quiz","1","19.0000000000000000"
23,"Shari Kim","Female","25",5,"Course 5",60,"Forum","3","53.0000000000000000"
23,"Shari Kim","Female","25",5,"Course 5",60,"Group Assignment","6","205.0000000000000000"
23,"Shari Kim","Female","25",5,"Course 5",60,"Individual Assignment","5","87.0000000000000000"
23,"Shari Kim","Female","25",5,"Course 5",60,"Quiz","1","19.0000000000000000"
24,"Rachel Martinez","Female","25",1,"Course 1",62,"Forum","3","84.0000000000000000"
24,"Rachel Martinez","Female","25",1,"Course 1",62,"Group Assignment","6","170.0000000000000000"
24,"Rachel Martinez","Female","25",1,"Course 1",62,"Individual Assignment","5","159.0000000000000000"
24,"Rachel Martinez","Female","25",1,"Course 1",62,"Quiz","1","20.0000000000000000"
24,"Rachel Martinez","Female","25",2,"Course 2",87,"Forum","3","84.0000000000000000"
24,"Rachel Martinez","Female","25",2,"Course 2",87,"Group Assignment","6","170.0000000000000000"
24,"Rachel Martinez","Female","25",2,"Course 2",87,"Individual Assignment","5","159.0000000000000000"
24,"Rachel Martinez","Female","25",2,"Course 2",87,"Quiz","1","20.0000000000000000"
24,"Rachel Martinez","Female","25",3,"Course 3",53,"Forum","3","84.0000000000000000"
24,"Rachel Martinez","Female","25",3,"Course 3",53,"Group Assignment","6","170.0000000000000000"
24,"Rachel Martinez","Female","25",3,"Course 3",53,"Individual Assignment","5","159.0000000000000000"
24,"Rachel Martinez","Female","25",3,"Course 3",53,"Quiz","1","20.0000000000000000"
24,"Rachel Martinez","Female","25",4,"Course 4",71,"Forum","3","84.0000000000000000"
24,"Rachel Martinez","Female","25",4,"Course 4",71,"Group Assignment","6","170.0000000000000000"
24,"Rachel Martinez","Female","25",4,"Course 4",71,"Individual Assignment","5","159.0000000000000000"
24,"Rachel Martinez","Female","25",4,"Course 4",71,"Quiz","1","20.0000000000000000"
24,"Rachel Martinez","Female","25",5,"Course 5",75,"Forum","3","84.0000000000000000"
24,"Rachel Martinez","Female","25",5,"Course 5",75,"Group Assignment","6","170.0000000000000000"
24,"Rachel Martinez","Female","25",5,"Course 5",75,"Individual Assignment","5","159.0000000000000000"
24,"Rachel Martinez","Female","25",5,"Course 5",75,"Quiz","1","20.0000000000000000"
25,"Angela Larsen","Female","18",1,"Course 1",70,"Individual Assignment","2","30.0000000000000000"
25,"Angela Larsen","Female","18",1,"Course 1",70,"Quiz","1","8.0000000000000000"
25,"Angela Larsen","Female","18",2,"Course 2",71,"Individual Assignment","2","30.0000000000000000"
25,"Angela Larsen","Female","18",2,"Course 2",71,"Quiz","1","8.0000000000000000"
25,"Angela Larsen","Female","18",3,"Course 3",71,"Individual Assignment","2","30.0000000000000000"
25,"Angela Larsen","Female","18",3,"Course 3",71,"Quiz","1","8.0000000000000000"
25,"Angela Larsen","Female","18",4,"Course 4",99,"Individual Assignment","2","30.0000000000000000"
25,"Angela Larsen","Female","18",4,"Course 4",99,"Quiz","1","8.0000000000000000"
25,"Angela Larsen","Female","18",5,"Course 5",63,"Individual Assignment","2","30.0000000000000000"
25,"Angela Larsen","Female","18",5,"Course 5",63,"Quiz","1","8.0000000000000000"
26,"Jessica Jones","Female","20",1,"Course 1",88,"Forum","3","81.0000000000000000"
26,"Jessica Jones","Female","20",1,"Course 1",88,"Group Assignment","6","184.0000000000000000"
26,"Jessica Jones","Female","20",1,"Course 1",88,"Individual Assignment","5","141.0000000000000000"
26,"Jessica Jones","Female","20",1,"Course 1",88,"Quiz","1","24.0000000000000000"
26,"Jessica Jones","Female","20",2,"Course 2",71,"Forum","3","81.0000000000000000"
26,"Jessica Jones","Female","20",2,"Course 2",71,"Group Assignment","6","184.0000000000000000"
26,"Jessica Jones","Female","20",2,"Course 2",71,"Individual Assignment","5","141.0000000000000000"
26,"Jessica Jones","Female","20",2,"Course 2",71,"Quiz","1","24.0000000000000000"
26,"Jessica Jones","Female","20",3,"Course 3",91,"Forum","3","81.0000000000000000"
26,"Jessica Jones","Female","20",3,"Course 3",91,"Group Assignment","6","184.0000000000000000"
26,"Jessica Jones","Female","20",3,"Course 3",91,"Individual Assignment","5","141.0000000000000000"
26,"Jessica Jones","Female","20",3,"Course 3",91,"Quiz","1","24.0000000000000000"
26,"Jessica Jones","Female","20",4,"Course 4",56,"Forum","3","81.0000000000000000"
26,"Jessica Jones","Female","20",4,"Course 4",56,"Group Assignment","6","184.0000000000000000"
26,"Jessica Jones","Female","20",4,"Course 4",56,"Individual Assignment","5","141.0000000000000000"
26,"Jessica Jones","Female","20",4,"Course 4",56,"Quiz","1","24.0000000000000000"
26,"Jessica Jones","Female","20",5,"Course 5",66,"Forum","3","81.0000000000000000"
26,"Jessica Jones","Female","20",5,"Course 5",66,"Group Assignment","6","184.0000000000000000"
26,"Jessica Jones","Female","20",5,"Course 5",66,"Individual Assignment","5","141.0000000000000000"
26,"Jessica Jones","Female","20",5,"Course 5",66,"Quiz","1","24.0000000000000000"
27,"Cindy Nolan","Female","23",1,"Course 1",55,"Forum","3","104.0000000000000000"
27,"Cindy Nolan","Female","23",1,"Course 1",55,"Group Assignment","6","149.0000000000000000"
27,"Cindy Nolan","Female","23",1,"Course 1",55,"Individual Assignment","5","210.0000000000000000"
27,"Cindy Nolan","Female","23",1,"Course 1",55,"Quiz","1","34.0000000000000000"
27,"Cindy Nolan","Female","23",2,"Course 2",76,"Forum","3","104.0000000000000000"
27,"Cindy Nolan","Female","23",2,"Course 2",76,"Group Assignment","6","149.0000000000000000"
27,"Cindy Nolan","Female","23",2,"Course 2",76,"Individual Assignment","5","210.0000000000000000"
27,"Cindy Nolan","Female","23",2,"Course 2",76,"Quiz","1","34.0000000000000000"
27,"Cindy Nolan","Female","23",3,"Course 3",71,"Forum","3","104.0000000000000000"
27,"Cindy Nolan","Female","23",3,"Course 3",71,"Group Assignment","6","149.0000000000000000"
27,"Cindy Nolan","Female","23",3,"Course 3",71,"Individual Assignment","5","210.0000000000000000"
27,"Cindy Nolan","Female","23",3,"Course 3",71,"Quiz","1","34.0000000000000000"
27,"Cindy Nolan","Female","23",4,"Course 4",100,"Forum","3","104.0000000000000000"
27,"Cindy Nolan","Female","23",4,"Course 4",100,"Group Assignment","6","149.0000000000000000"
27,"Cindy Nolan","Female","23",4,"Course 4",100,"Individual Assignment","5","210.0000000000000000"
27,"Cindy Nolan","Female","23",4,"Course 4",100,"Quiz","1","34.0000000000000000"
27,"Cindy Nolan","Female","23",5,"Course 5",62,"Forum","3","104.0000000000000000"
27,"Cindy Nolan","Female","23",5,"Course 5",62,"Group Assignment","6","149.0000000000000000"
27,"Cindy Nolan","Female","23",5,"Course 5",62,"Individual Assignment","5","210.0000000000000000"
27,"Cindy Nolan","Female","23",5,"Course 5",62,"Quiz","1","34.0000000000000000"
28,"Sarah Torres","Female","20",1,"Course 1",92,"Forum","3","95.0000000000000000"
28,"Sarah Torres","Female","20",1,"Course 1",92,"Group Assignment","6","182.0000000000000000"
28,"Sarah Torres","Female","20",1,"Course 1",92,"Individual Assignment","5","179.0000000000000000"
28,"Sarah Torres","Female","20",1,"Course 1",92,"Quiz","1","30.0000000000000000"
28,"Sarah Torres","Female","20",2,"Course 2",81,"Forum","3","95.0000000000000000"
28,"Sarah Torres","Female","20",2,"Course 2",81,"Group Assignment","6","182.0000000000000000"
28,"Sarah Torres","Female","20",2,"Course 2",81,"Individual Assignment","5","179.0000000000000000"
28,"Sarah Torres","Female","20",2,"Course 2",81,"Quiz","1","30.0000000000000000"
28,"Sarah Torres","Female","20",3,"Course 3",77,"Forum","3","95.0000000000000000"
28,"Sarah Torres","Female","20",3,"Course 3",77,"Group Assignment","6","182.0000000000000000"
28,"Sarah Torres","Female","20",3,"Course 3",77,"Individual Assignment","5","179.0000000000000000"
28,"Sarah Torres","Female","20",3,"Course 3",77,"Quiz","1","30.0000000000000000"
28,"Sarah Torres","Female","20",4,"Course 4",81,"Forum","3","95.0000000000000000"
28,"Sarah Torres","Female","20",4,"Course 4",81,"Group Assignment","6","182.0000000000000000"
28,"Sarah Torres","Female","20",4,"Course 4",81,"Individual Assignment","5","179.0000000000000000"
28,"Sarah Torres","Female","20",4,"Course 4",81,"Quiz","1","30.0000000000000000"
28,"Sarah Torres","Female","20",5,"Course 5",71,"Forum","3","95.0000000000000000"
28,"Sarah Torres","Female","20",5,"Course 5",71,"Group Assignment","6","182.0000000000000000"
28,"Sarah Torres","Female","20",5,"Course 5",71,"Individual Assignment","5","179.0000000000000000"
28,"Sarah Torres","Female","20",5,"Course 5",71,"Quiz","1","30.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",1,"Course 1",94,"Forum","1","19.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",1,"Course 1",94,"Group Assignment","3","50.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",1,"Course 1",94,"Individual Assignment","4","115.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",1,"Course 1",94,"Quiz","1","17.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",2,"Course 2",55,"Forum","1","19.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",2,"Course 2",55,"Group Assignment","3","50.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",2,"Course 2",55,"Individual Assignment","4","115.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",2,"Course 2",55,"Quiz","1","17.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",3,"Course 3",85,"Forum","1","19.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",3,"Course 3",85,"Group Assignment","3","50.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",3,"Course 3",85,"Individual Assignment","4","115.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",3,"Course 3",85,"Quiz","1","17.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",4,"Course 4",99,"Forum","1","19.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",4,"Course 4",99,"Group Assignment","3","50.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",4,"Course 4",99,"Individual Assignment","4","115.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",4,"Course 4",99,"Quiz","1","17.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",5,"Course 5",88,"Forum","1","19.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",5,"Course 5",88,"Group Assignment","3","50.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",5,"Course 5",88,"Individual Assignment","4","115.0000000000000000"
29,"Dr. Brittney Bradley","Female","23",5,"Course 5",88,"Quiz","1","17.0000000000000000"
30,"Amber Hammond","Female","22",1,"Course 1",80,"Forum","3","124.0000000000000000"
30,"Amber Hammond","Female","22",1,"Course 1",80,"Group Assignment","6","172.0000000000000000"
30,"Amber Hammond","Female","22",1,"Course 1",80,"Individual Assignment","5","159.0000000000000000"
30,"Amber Hammond","Female","22",1,"Course 1",80,"Quiz","1","17.0000000000000000"
30,"Amber Hammond","Female","22",2,"Course 2",76,"Forum","3","124.0000000000000000"
30,"Amber Hammond","Female","22",2,"Course 2",76,"Group Assignment","6","172.0000000000000000"
30,"Amber Hammond","Female","22",2,"Course 2",76,"Individual Assignment","5","159.0000000000000000"
30,"Amber Hammond","Female","22",2,"Course 2",76,"Quiz","1","17.0000000000000000"
30,"Amber Hammond","Female","22",3,"Course 3",81,"Forum","3","124.0000000000000000"
30,"Amber Hammond","Female","22",3,"Course 3",81,"Group Assignment","6","172.0000000000000000"
30,"Amber Hammond","Female","22",3,"Course 3",81,"Individual Assignment","5","159.0000000000000000"
30,"Amber Hammond","Female","22",3,"Course 3",81,"Quiz","1","17.0000000000000000"
30,"Amber Hammond","Female","22",4,"Course 4",94,"Forum","3","124.0000000000000000"
30,"Amber Hammond","Female","22",4,"Course 4",94,"Group Assignment","6","172.0000000000000000"
30,"Amber Hammond","Female","22",4,"Course 4",94,"Individual Assignment","5","159.0000000000000000"
30,"Amber Hammond","Female","22",4,"Course 4",94,"Quiz","1","17.0000000000000000"
30,"Amber Hammond","Female","22",5,"Course 5",66,"Forum","3","124.0000000000000000"
30,"Amber Hammond","Female","22",5,"Course 5",66,"Group Assignment","6","172.0000000000000000"
30,"Amber Hammond","Female","22",5,"Course 5",66,"Individual Assignment","5","159.0000000000000000"
30,"Amber Hammond","Female","22",5,"Course 5",66,"Quiz","1","17.0000000000000000"
31,"Logan Craig","Male","19",1,"Course 1",96,"Forum","3","149.0000000000000000"
31,"Logan Craig","Male","19",1,"Course 1",96,"Group Assignment","6","228.0000000000000000"
31,"Logan Craig","Male","19",1,"Course 1",96,"Individual Assignment","5","121.0000000000000000"
31,"Logan Craig","Male","19",1,"Course 1",96,"Quiz","1","81.0000000000000000"
31,"Logan Craig","Male","19",2,"Course 2",68,"Forum","3","149.0000000000000000"
31,"Logan Craig","Male","19",2,"Course 2",68,"Group Assignment","6","228.0000000000000000"
31,"Logan Craig","Male","19",2,"Course 2",68,"Individual Assignment","5","121.0000000000000000"
31,"Logan Craig","Male","19",2,"Course 2",68,"Quiz","1","81.0000000000000000"
31,"Logan Craig","Male","19",3,"Course 3",60,"Forum","3","149.0000000000000000"
31,"Logan Craig","Male","19",3,"Course 3",60,"Group Assignment","6","228.0000000000000000"
31,"Logan Craig","Male","19",3,"Course 3",60,"Individual Assignment","5","121.0000000000000000"
31,"Logan Craig","Male","19",3,"Course 3",60,"Quiz","1","81.0000000000000000"
31,"Logan Craig","Male","19",4,"Course 4",65,"Forum","3","149.0000000000000000"
31,"Logan Craig","Male","19",4,"Course 4",65,"Group Assignment","6","228.0000000000000000"
31,"Logan Craig","Male","19",4,"Course 4",65,"Individual Assignment","5","121.0000000000000000"
31,"Logan Craig","Male","19",4,"Course 4",65,"Quiz","1","81.0000000000000000"
31,"Logan Craig","Male","19",5,"Course 5",82,"Forum","3","149.0000000000000000"
31,"Logan Craig","Male","19",5,"Course 5",82,"Group Assignment","6","228.0000000000000000"
31,"Logan Craig","Male","19",5,"Course 5",82,"Individual Assignment","5","121.0000000000000000"
31,"Logan Craig","Male","19",5,"Course 5",82,"Quiz","1","81.0000000000000000"
32,"Patricia Mckinney","Female","23",1,"Course 1",60,"Forum","3","111.0000000000000000"
32,"Patricia Mckinney","Female","23",1,"Course 1",60,"Group Assignment","6","252.0000000000000000"
32,"Patricia Mckinney","Female","23",1,"Course 1",60,"Individual Assignment","5","191.0000000000000000"
32,"Patricia Mckinney","Female","23",1,"Course 1",60,"Quiz","1","27.0000000000000000"
32,"Patricia Mckinney","Female","23",2,"Course 2",51,"Forum","3","111.0000000000000000"
32,"Patricia Mckinney","Female","23",2,"Course 2",51,"Group Assignment","6","252.0000000000000000"
32,"Patricia Mckinney","Female","23",2,"Course 2",51,"Individual Assignment","5","191.0000000000000000"
32,"Patricia Mckinney","Female","23",2,"Course 2",51,"Quiz","1","27.0000000000000000"
32,"Patricia Mckinney","Female","23",3,"Course 3",96,"Forum","3","111.0000000000000000"
32,"Patricia Mckinney","Female","23",3,"Course 3",96,"Group Assignment","6","252.0000000000000000"
32,"Patricia Mckinney","Female","23",3,"Course 3",96,"Individual Assignment","5","191.0000000000000000"
32,"Patricia Mckinney","Female","23",3,"Course 3",96,"Quiz","1","27.0000000000000000"
32,"Patricia Mckinney","Female","23",4,"Course 4",95,"Forum","3","111.0000000000000000"
32,"Patricia Mckinney","Female","23",4,"Course 4",95,"Group Assignment","6","252.0000000000000000"
32,"Patricia Mckinney","Female","23",4,"Course 4",95,"Individual Assignment","5","191.0000000000000000"
32,"Patricia Mckinney","Female","23",4,"Course 4",95,"Quiz","1","27.0000000000000000"
32,"Patricia Mckinney","Female","23",5,"Course 5",92,"Forum","3","111.0000000000000000"
32,"Patricia Mckinney","Female","23",5,"Course 5",92,"Group Assignment","6","252.0000000000000000"
